date,BIAS,BOLL,MACD,VMACD,MA,RSI,KDJ,open,high,low,close,change,change_percent,trading_volume,trading_value,IMF1,IMF2,IMF3
2013/4/26,-1.2337,2237.7227,-22.2294,-3684183.222,2204.4488,36.731,38.0915,"2,203.89","2,210.58","2,173.86","2,177.91",-21.39,-0.17,"766,739.70","6,525,150.69",2222.879889,17.87022868,-38.74474721
2013/5/2,-1.236,2232.213,-23.3727,-4924093.995,2190.8396,35.5276,30.2585,"2,170.78","2,179.65","2,161.14","2,174.12",-3.79,1.44,"683,379.36","5,987,760.99",2222.827841,19.7914937,-38.84316319
2013/5/3,0.1941,2227.6459,-21.4993,-4224391.154,2195.0314,51.3617,36.791,"2,179.05","2,222.81","2,179.05","2,205.50",31.37,1.16,"885,834.64","7,831,570.34",2223.418201,22.35101691,-37.14916723
2013/5/6,1.1717,2223.9108,-17.7388,-3334114.966,2197.601,60.811,50.7632,"2,212.50","2,236.07","2,212.50","2,231.17",25.67,0.2,"922,681.46","8,162,560.74",2224.104369,24.93004681,-34.39244033
2013/5/7,1.2158,2220.4054,-14.2387,-3062547.184,2204.8546,62.3199,63.3872,"2,227.86","2,240.26","2,219.44","2,235.58",4.41,0.48,"864,523.56","7,904,092.48",2224.43868,27.00654041,-31.2456163
2013/5/8,1.5003,2218.4297,-10.4787,-2502206.771,2218.5322,66.1269,72.4349,"2,242.39","2,255.21","2,235.42","2,246.30",10.73,-0.59,"903,719.33","8,139,084.84",2224.370171,28.48415947,-27.85370826
2013/5/9,0.7639,2215.8032,-8.4766,-1383761.892,2230.3018,57.4678,73.7435,"2,246.96","2,247.86","2,221.38","2,232.97",-13.33,0.62,"985,316.37","9,116,529.26",2223.850722,29.29065657,-24.25117787
2013/5/10,1.381,2216.2082,-5.7058,-1145542.857,2238.5686,63.4413,79.5272,"2,228.82","2,247.67","2,225.81","2,246.83",13.86,-0.22,"903,354.76","8,128,014.19",2223.156414,29.70359857,-20.02694207
2013/5/13,1.1603,2216.412,-3.8617,-1274849.552,2240.7194,59.8662,81.6428,"2,247.68","2,250.85","2,231.36","2,241.92",-4.91,-1.11,"862,112.24","7,919,148.12",2222.16936,29.60337893,-15.19012807
2013/5/14,-0.0857,2215.7433,-4.36,-1598253.868,2237.0064,44.5764,74.2263,"2,238.90","2,239.93","2,205.87","2,217.01",-24.91,0.35,"832,449.75","7,566,047.07",2221.101691,29.22295959,-9.34637237
2013/5/15,0.2409,2215.6302,-4.0795,-2752560.043,2232.7058,49.4222,69.5072,"2,217.09","2,225.19","2,213.58","2,224.80",7.79,1.21,"717,228.93","6,665,826.40",2220.545075,29.18914372,-1.715322357
2013/5/16,1.2582,2216.6498,-1.6588,-549433.0738,2236.4728,62.9168,77.3729,"2,221.34","2,252.87","2,210.77","2,251.81",27.01,1.38,"1,102,843.76","10,225,527.16",2220.521932,29.5168819,7.626922637
2013/5/17,2.2529,2219.3913,2.7348,2446644.672,2243.6806,72.8971,82.7985,"2,249.81","2,288.09","2,248.41","2,282.87",31.06,0.75,"1,261,260.06","11,124,880.91",2220.634113,29.75785385,17.89118349
2013/5/20,2.5378,2222.2455,7.5113,5805109.132,2255.2938,76.9915,85.5036,"2,286.33","2,309.39","2,281.90","2,299.99",17.12,0.22,"1,391,505.14","12,884,353.04",2220.41929,29.38960245,28.11125822
2013/5/21,2.3875,2225.2835,11.577,7175456.214,2272.9146,78.1767,88.9582,"2,297.11","2,305.30","2,290.12","2,305.11",5.13,-0.12,"1,241,731.76","11,302,521.33",2219.692044,28.19065526,37.68082312
2013/5/22,1.9982,2228.4701,14.4142,8501312.119,2288.4358,75.7027,89.0134,"2,303.75","2,314.18","2,292.43","2,302.40",-2.71,-1.16,"1,283,600.26","11,529,045.92",2218.490342,26.19515251,46.36420471
2013/5/23,0.6647,2231.1196,14.3401,9096981.719,2293.208,55.0759,80.822,"2,293.81","2,304.95","2,274.10","2,275.67",-26.74,0.57,"1,240,198.44","11,105,205.30",2217.081052,23.6971419,54.30195225
2013/5/24,1.0765,2235.2192,15.1449,7658860.765,2294.3406,61.1834,79.3206,"2,281.45","2,292.60","2,270.25","2,288.53",12.87,0.2,"1,014,412.13","9,202,152.68",2216.034674,21.30870421,61.99390175
2013/5/27,1.0537,2238.9973,15.9653,6914214.151,2292.9588,63.2981,79.4106,"2,286.66","2,301.70","2,283.94","2,293.08",4.54,1.23,"1,073,250.61","9,992,015.76",2215.294312,18.97702012,69.11260657
2013/5/28,2.0191,2243.902,18.679,8270873.628,2296.1996,73.902,86.0399,"2,293.40","2,322.10","2,281.47","2,321.32",28.24,0.12,"1,326,329.95","12,035,250.14",2214.729018,16.54981514,75.1156191
2013/5/29,1.8316,2248.7642,20.8076,8650629.793,2300.5224,74.739,86.6904,"2,323.54","2,334.34","2,321.17","2,324.02",2.7,-0.27,"1,252,507.29","11,431,155.17",2213.868179,13.51585317,79.03754643
2013/5/30,1.1847,2251.5759,21.7381,7785601.047,2308.9388,68.6071,82.4999,"2,316.25","2,325.72","2,310.49","2,317.75",-6.27,-0.74,"1,119,130.32","10,354,676.68",2212.575438,9.718706292,80.3852992
2013/5/31,0.1597,2253.8231,20.851,6719963.744,2311.3512,54.0449,70.7836,"2,320.74","2,325.53","2,299.37","2,300.60",-17.15,-0.06,"1,081,625.54","10,070,398.52",2210.947145,5.261362209,79.09278742
2013/6/3,-0.0708,2258.2352,19.8113,4908673.62,2312.5862,52.9883,62.2743,"2,300.21","2,313.43","2,294.11","2,299.25",-1.34,-1.17,"968,828.14","9,164,860.77",2209.128376,0.307206244,75.27602096
2013/6/4,-1.1998,2260.3158,16.6301,3833530.126,2302.8058,36.0757,45.1837,"2,297.10","2,297.10","2,264.76","2,272.42",-26.84,-0.07,"1,018,958.18","9,237,718.16",2207.029716,-5.216775942,68.88850598
2013/6/5,-1.1603,2263.0706,13.8298,920285.1078,2292.1886,35.327,34.6871,"2,270.71","2,276.87","2,260.87","2,270.93",-1.49,-1.27,"764,833.03","7,114,267.61",2204.801257,-11.13287247,60.25357858
2013/6/6,-2.1912,2265.5398,9.1791,-969380.3407,2277.0608,23.8154,23.8461,"2,264.43","2,266.69","2,240.07","2,242.11",-28.82,-1.39,"815,386.94","7,526,158.48",2202.236535,-17.62553175,49.3883024
2013/6/7,-3.2308,2266.9542,2.9409,-1765613.255,2259.1214,16.7305,17.4012,"2,242.26","2,250.63","2,205.07","2,210.90",-31.21,-2.83,"899,780.77","8,105,835.22",2199.447773,-24.53867559,36.79782934
2013/6/13,-5.5296,2264.7564,-6.9693,-2018881.41,2228.942,9.7535,15.1467,"2,190.10","2,190.10","2,126.22","2,148.36",-62.54,0.64,"943,710.94","7,971,452.72",2196.780175,-31.46198305,23.36786785
2013/6/14,-4.4851,2262.0978,-13.5625,-3511629.653,2206.867,18.6607,16.0835,"2,150.06","2,163.85","2,142.78","2,162.04",13.69,-0.27,"778,574.72","6,874,776.19",2194.89556,-37.67230093,10.29377474
2013/6/17,-4.2601,2259.0455,-19.0382,-4808639.18,2183.9238,17.765,15.7392,"2,165.99","2,169.36","2,147.03","2,156.22",-5.83,0.14,"757,577.90","6,844,014.39",2193.216807,-43.76106296,-2.832306613
2013/6/18,-3.5452,2255.699,-22.8661,-6258660.819,2167.36,20.192,16.382,"2,158.55","2,161.68","2,138.35","2,159.29",3.08,-0.73,"696,322.71","6,358,267.81",2191.271386,-50.23311465,-16.40244659
2013/6/19,-3.6047,2252.256,-26.8678,-6861294.572,2153.8712,17.078,16.0068,"2,150.82","2,150.82","2,115.79","2,143.45",-15.84,-2.77,"754,250.16","6,708,056.93",2188.509194,-57.6613902,-30.81370512
2013/6/20,-5.4493,2245.9941,-34.438,-7066757.569,2141.0044,10.0785,10.8767,"2,132.81","2,132.81","2,082.83","2,084.02",-59.43,-0.52,"777,879.30","6,816,453.84",2184.812179,-66.13518979,-45.74081986
2013/6/21,-5.129,2239.5008,-40.8482,-6996806.178,2123.2152,9.2428,11.7513,"2,058.98","2,085.86","2,042.88","2,073.10",-10.93,-5.3,"796,732.24","6,744,006.62",2180.680089,-75.06648932,-59.92425655
2013/6/24,-8.9903,2229.7402,-54.1687,-4506995.337,2084.6192,4.6203,8.3856,"2,068.86","2,068.86","1,958.40","1,963.24",-109.86,-0.19,"1,091,982.15","8,796,984.17",2176.172381,-84.28884756,-72.45834696
2013/6/25,-8.0516,2219.5368,-64.285,-194703.6257,2044.6626,4.5281,16.3463,"1,948.32","1,963.57","1,849.65","1,959.51",-3.73,-0.41,"1,381,585.16","10,474,363.23",2172.750052,-92.18221347,-80.86964384
2013/6/26,-7.2693,2207.9864,-72.1175,237237.5227,2006.2708,4.3064,21.5159,"1,954.47","1,959.16","1,922.82","1,951.50",-8.01,-0.08,"1,011,925.27","8,089,268.92",2170.370925,-98.71460932,-84.73009686
2013/6/27,-6.2555,2195.1842,-77.5504,941559.499,1979.4692,4.2601,24.8078,"1,955.13","1,980.54","1,942.37","1,950.01",-1.48,1.5,"1,058,133.18","8,426,040.85",2168.842338,-104.0601359,-84.21174897
2013/6/28,-3.9606,2182.8465,-78.5944,1077777.463,1960.6914,23.658,30.3785,"1,935.52","1,987.98","1,925.65","1,979.21",29.19,0.81,"1,007,379.68","7,751,387.47",2168.000717,-108.3968427,-79.79478593
2013/7/1,-2.5793,2170.9283,-77.2375,-637536.6951,1967.0928,32.6526,36.3664,"1,965.99","1,995.92","1,957.57","1,995.24",16.04,0.57,"780,513.93","6,271,181.22",2167.215126,-112.4078461,-72.74843884
2013/7/2,-1.4029,2159.5498,-74.3913,-1306962.754,1976.5032,38.7633,42.7152,"1,992.89","2,007.62","1,978.43","2,006.56",11.32,-0.61,"864,154.18","7,398,084.38",2166.11425,-116.5065466,-64.12646353
2013/7/3,-1.3528,2148.7267,-72.2942,-1254070.536,1985.0578,34.6642,48.8848,"1,996.51","1,996.54","1,965.52","1,994.27",-12.29,0.59,"934,664.71","7,668,243.70",2164.560991,-120.8424859,-54.64604856
2013/7/4,-0.137,2137.8638,-68.8836,-645701.3671,1996.2748,41.775,56.3792,"1,982.87","2,022.14","1,974.10","2,006.10",11.83,0.05,"1,003,941.83","8,268,548.98",2162.823978,-125.124959,-44.45963673
2013/7/5,0.4858,2126.8685,-65.3387,-883554.8745,2001.8734,42.4742,68.0328,"2,006.19","2,021.54","2,002.37","2,007.20",1.1,-2.44,"913,452.22","7,513,750.81",2160.787581,-129.4462481,-34.08071192
2013/7/8,-1.4465,2112.9053,-65.7196,-1634893.801,1994.4796,25.893,57.2534,"1,983.22","1,983.22","1,953.12","1,958.27",-48.93,0.37,"841,364.91","6,718,783.39",2158.644848,-133.5611456,-23.55602035
2013/7/9,-0.6366,2099.1144,-64.6963,-3768272.301,1986.2584,30.6606,51.9199,"1,953.60","1,969.15","1,946.37","1,965.45",7.18,2.17,"645,387.33","5,222,318.58",2157.412657,-136.3703679,-11.95799096
